2013-07-01,4.456
2013-07-02,3.786
2013-07-03,3.4
2013-07-04,3.348
2013-07-05,3.38
2013-07-06,3.256
2013-07-07,3.256
2013-07-08,3.256
2013-07-09,3.249
2013-07-10,3.251
2013-07-11,3.3547
2013-07-12,3.3
2013-07-13,3.2998
2013-07-14,3.2998
2013-07-15,3.2998
2013-07-16,3.013
2013-07-17,2.968
2013-07-18,2.998
2013-07-19,3.04
2013-07-20,3.1035
2013-07-21,3.1035
2013-07-22,3.1035
2013-07-23,3.1355
2013-07-24,3.23
2013-07-25,3.3495
2013-07-26,3.55
2013-07-27,3.703
2013-07-28,3.703
2013-07-29,3.703
2013-07-30,3.641
2013-07-31,3.699
2013-08-01,3.549
2013-08-02,3.2539
2013-08-03,3.1
2013-08-04,3.1
2013-08-05,3.1
2013-08-06,3.1
2013-08-07,3.1005
2013-08-08,3.1641
2013-08-09,2.914
2013-08-10,2.9645
2013-08-11,2.9645
2013-08-12,2.9645
2013-08-13,3.2253
2013-08-14,3.435
2013-08-15,3.283
2013-08-16,3.209
2013-08-17,3.403
2013-08-18,3.403
2013-08-19,3.403
2013-08-20,3.854
2013-08-21,3.517
2013-08-22,3.357
2013-08-23,3.265
2013-08-24,3.037
2013-08-25,3.037
2013-08-26,3.037
2013-08-27,3.006
2013-08-28,3.098
2013-08-29,2.957
2013-08-30,3.034
2013-08-31,3.0188
2013-09-01,3.0188
2013-09-02,3.0188
2013-09-03,3.0006
2013-09-04,3.005
2013-09-05,2.89
2013-09-06,2.95
2013-09-07,2.92
2013-09-08,2.92
2013-09-09,2.92
2013-09-10,2.8955
2013-09-11,3.014
2013-09-12,2.967
2013-09-13,2.979
2013-09-14,3.008
2013-09-15,3.008
2013-09-16,3.008
2013-09-17,3.493
2013-09-18,3.557
2013-09-19,3.573
2013-09-20,3.573
2013-09-21,3.573
2013-09-22,3.573
2013-09-23,3.815
2013-09-24,3.6144
2013-09-25,3.347
2013-09-26,3.112
2013-09-27,3.1477
2013-09-28,3.15
2013-09-29,3.15
2013-09-30,3.126
2013-10-01,3.052
2013-10-02,3.052
2013-10-03,3.052
2013-10-04,3.052
2013-10-05,3.052
2013-10-06,3.052
2013-10-07,3.052
2013-10-08,3.052
2013-10-09,3.232
2013-10-10,3.328
2013-10-11,3.1
2013-10-12,3.027
2013-10-13,3.113
2013-10-14,3.113
2013-10-15,3.117
2013-10-16,3.055
2013-10-17,3.038
2013-10-18,3.001
2013-10-19,3.06
2013-10-20,3.06
2013-10-21,3.06
2013-10-22,3.052
2013-10-23,3.78
2013-10-24,4.088
2013-10-25,4.367
2013-10-26,4.434
2013-10-27,4.434
2013-10-28,4.434
2013-10-29,4.446
2013-10-30,5.23
2013-10-31,4.59
2013-11-01,4.2883
2013-11-02,4.0971
2013-11-03,4.0971
2013-11-04,4.0971
2013-11-05,3.9147
2013-11-06,3.66
2013-11-07,3.73
2013-11-08,3.761
2013-11-09,3.6
2013-11-10,3.6
2013-11-11,3.6
2013-11-12,3.329
2013-11-13,3.336
2013-11-14,4.188
2013-11-15,4.454
2013-11-16,4.513
2013-11-17,4.513
2013-11-18,4.513
2013-11-19,4.075
2013-11-20,4.057
2013-11-21,3.889
2013-11-22,3.899
2013-11-23,3.847
2013-11-24,3.847
2013-11-25,3.847
2013-11-26,3.746
2013-11-27,3.764
2013-11-28,3.746
2013-11-29,3.726
2013-11-30,3.748
2013-12-01,3.748
2013-12-02,3.748
2013-12-03,3.725
2013-12-04,3.7235
2013-12-05,3.703
2013-12-06,3.7
2013-12-07,3.62
2013-12-08,3.62
2013-12-09,3.62
2013-12-10,3.558
2013-12-11,3.51
2013-12-12,3.46
2013-12-13,3.4321
2013-12-14,3.447
2013-12-15,3.447
2013-12-16,3.447
2013-12-17,3.47
2013-12-18,3.588
2013-12-19,3.846
2013-12-20,3.927
2013-12-21,4.515
2013-12-22,4.515
2013-12-23,4.515
2013-12-24,4.145
2013-12-25,4.05
2013-12-26,4.001
2013-12-27,3.513
2013-12-28,3.205
2013-12-29,3.205
2013-12-30,3.205
2013-12-31,3.148
2014-01-01,3.131
2014-01-02,3.131
2014-01-03,3.006
2014-01-04,2.92
2014-01-05,2.92
2014-01-06,2.92
2014-01-07,2.875
2014-01-08,2.83
2014-01-09,2.794
2014-01-10,2.766
2014-01-11,2.738
2014-01-12,2.738
2014-01-13,2.738
2014-01-14,2.7395
2014-01-15,2.7513
2014-01-16,2.7723
2014-01-17,2.817
2014-01-18,3.888
2014-01-19,3.888
2014-01-20,3.888
2014-01-21,3.641
2014-01-22,3.676
2014-01-23,3.7
2014-01-24,3.7193
2014-01-25,4.4
2014-01-26,4.4
2014-01-27,4.534
2014-01-28,4.8477
2014-01-29,4.8
2014-01-30,4.435
2014-01-31,4.27
2014-02-01,4.27
2014-02-02,4.27
2014-02-03,4.27
2014-02-04,4.27
2014-02-05,4.27
2014-02-06,4.27
2014-02-07,4.27
2014-02-08,4.25
2014-02-09,4.3035
2014-02-10,4.3035
2014-02-11,4.137
2014-02-12,4.075
2014-02-13,3.669
2014-02-14,3.278
2014-02-15,2.951
2014-02-16,2.951
2014-02-17,2.951
2014-02-18,2.68
2014-02-19,2.403
2014-02-20,1.981
2014-02-21,1.764
2014-02-22,1.7
2014-02-23,1.7
2014-02-24,1.7
2014-02-25,1.72
2014-02-26,1.75
2014-02-27,1.75
2014-02-28,1.8458
2014-03-01,2.085
2014-03-02,2.085
2014-03-03,2.085
2014-03-04,2.083
2014-03-05,2.09
2014-03-06,2.0547
2014-03-07,1.9948
2014-03-08,1.919
2014-03-09,1.919
2014-03-10,1.919
2014-03-11,1.873
2014-03-12,1.9
2014-03-13,1.96
2014-03-14,1.8765
2014-03-15,1.869
2014-03-16,1.869
2014-03-17,1.869
2014-03-18,2.05
2014-03-19,2.8025
2014-03-20,3.011
